insee_code;school_name;secteur;ips_score
36034;ECOLE ELEMENTAIRE LES MARRONNIERS;public;87.7
36163;ECOLE PRIMAIRE;public;95.3
36221;ECOLE ELEMENTAIRE;public;102.6
36229;ECOLE PRIMAIRE;public;89.0
36044;ECOLE ELEMENTAIRE MONTAIGNE;public;98.8
37025;ECOLE PRIMAIRE;public;120.8
37195;ECOLE ELEMENTAIRE PAUL BERT;public;90.5
37272;ECOLE PRIMAIRE LES PETITS COLOMBIENS;public;121.5
37261;ECOLE ELEMENTAIRE PAUL BERT;public;137.0
37261;ECOLE ELEMENTAIRE MARYSE BASTIE;public;86.4
37237;ECOLE PRIMAIRE;public;118.5
37041;ECOLE ELEMENTAIRE;public;99.7
37018;ECOLE ELEMENTAIRE HELENE BOUCHER;public;123.9
37050;ECOLE ELEMENTAIRE JEAN MOULIN;public;116.0
37050;ECOLE ELEMENTAIRE CLAUDE CHAPPE;public;114.3
37099;ECOLE PRIMAIRE;public;117.2
37093;ECOLE ELEMENTAIRE;public;101.5
37092;ECOLE PRIMAIRE;public;102.4
37134;ECOLE PRIMAIRE;public;108.8
37240;ECOLE PRIMAIRE DU CHEMIN VERT;public;100.7
37010;ECOLE PRIMAIRE;public;104.4
37241;ECOLE PRIMAIRE;public;98.6
37117;ECOLE ELEMENTAIRE;public;94.4
37086;ECOLE ELEMENTAIRE;public;89.6
37265;ECOLE ELEMENTAIRE;public;99.6
37016;ECOLE ELEMENTAIRE;public;111.0
37049;ECOLE PRIMAIRE MOULIN;public;108.6
37248;ECOLE ELEMENTAIRE;public;104.4
37001;ECOLE PRIMAIRE ROSE GRISON;public;93.7
37098;ECOLE ELEMENTAIRE POMMAUX;public;108.2
37079;ECOLE PRIMAIRE LES 2 RIVES;public;101.9
37269;ECOLE ELEMENTAIRE;public;89.4
37140;ECOLE ELEMENTAIRE;public;98.8
37045;ECOLE PRIMAIRE LE CLOS DE L IMAGE;public;96.1
37177;ECOLE ELEMENTAIRE;public;90.5
37214;ECOLE ELEMENTAIRE PERIGOURD;public;129.1
37261;ECOLE ELEMENTAIRE VICTOR HUGO;public;115.5
37266;ECOLE ELEMENTAIRE DES VARENNES;public;126.3
37261;ECOLE PRIMAIRE PRIVEE SAINTE URSULE;privé sous contrat;106.4
37062;ECOLE PRIMAIRE PRIVEE SAINT JOSEPH;privé sous contrat;111.5
37139;ECOLE PRIMAIRE PRIVEE SAINTE GENEVIEVE;privé sous contrat;135.1
37089;ECOLE ELEMENTAIRE;public;106.2
37003;ECOLE ELEMENTAIRE GEORGE SAND;public;83.6
37110;ECOLE PRIMAIRE;public;106.6
37008;ECOLE ELEMENTAIRE GERMAINE RENAULD;public;114.8
37011;ECOLE ELEMENTAIRE JOLIOT CURIE;public;105.4
37273;ECOLE ELEMENTAIRE MARIE CURIE;public;106.3
37081;ECOLE PRIMAIRE DOISNEAU;public;101.5
37074;ECOLE PRIMAIRE DES MOULINS;public;89.4
37003;ECOLE PRIMAIRE PRIVEE SAINTE CLOTILDE SAINT JOSEPH;privé sous contrat;128.7
37263;ECOLE ELEMENTAIRE;public;116.0
37094;ECOLE PRIMAIRE;public;97.4
37109;ECOLE PRIMAIRE DOLTO APPLICATION;public;128.1
37189;ECOLE PRIMAIRE;public;95.3
37261;ECOLE PRIMAIRE MUSSET VIGNY;public;88.8
37196;ECOLE ELEMENTAIRE ARMAND JEAN DU PLESSIS ECOLE DU SOCLE;public;93.9
37111;ECOLE PRIMAIRE PUBLIQUE;public;98.8
37261;ECOLE PRIMAIRE ANATOLE FRANCE ELEM ET MA;public;117.9
38544;ECOLE PRIMAIRE PUBLIQUE LAFAYETTE;public;69.4
38022;ECOLE PRIMAIRE BUVIN;public;121.5
38027;ECOLE PRIMAIRE;public;126.2
38042;ECOLE PRIMAIRE PUBLIQUE;public;114.4
38048;ECOLE PRIMAIRE PUBLIQUE LE VILLAGE;public;116.6
38057;ECOLE PRIMAIRE PUBLIQUE SOUS GEORGES;public;138.8
38094;ECOLE PRIMAIRE LE BOURG;public;105.9
38109;ECOLE PRIMAIRE PUBLIQUE LE P TIT DAIM;public;123.0
38113;ECOLE PRIMAIRE PUBLIQUE ANTOINE DE VILLE;public;111.9
38130;ECOLE PRIMAIRE;public;93.7
38135;ECOLE PRIMAIRE PUBLIQUE;public;111.7
38162;ECOLE ELEMENTAIRE CLAUDE COHEN TANNOUDJI;public;109.5
38174;ECOLE PRIMAIRE;public;104.3
38184;ECOLE PRIMAIRE HUGUES AUFRAY;public;114.8
38187;ECOLE PRIMAIRE PRELENFREY;public;124.6
38200;ECOLE PRIMAIRE VICTOR PIGNAT;public;100.9
38190;ECOLE PRIMAIRE;public;105.6
38199;ECOLE PRIMAIRE MARC LENTILLON;public;120.9
38218;ECOLE PRIMAIRE;public;94.8
38315;ECOLE PRIMAIRE PRIVEE JEANNE D ARC;privé sous contrat;113.9
38231;ECOLE PRIMAIRE;public;120.8
38232;ECOLE PRIMAIRE DES SOURCES;public;104.6
38337;ECOLE PRIMAIRE PRIVEE SAINTE GENEVIEVE;privé sous contrat;112.1
38340;ECOLE PRIMAIRE PRIVEE DE GARCONS;privé sous contrat;111.1
38344;ECOLE PRIMAIRE PRIVEE SAINT JACQUES;privé sous contrat;107.2
38247;ECOLE PRIMAIRE PUBLIQUE LA GRANDE PRAIRIE;public;91.7
38249;ECOLE PRIMAIRE DU BOURG;public;139.6
38259;ECOLE PRIMAIRE;public;107.4
38288;ECOLE PRIMAIRE SAINT EXUPERY;public;117.6
38295;ECOLE PRIMAIRE;public;99.5
38303;ECOLE PRIMAIRE;public;124.9
38314;ECOLE PRIMAIRE VILLARD NOIR;public;126.5
38358;ECOLE PRIMAIRE ANDRE FRENOD;public;110.9
38362;ECOLE PRIMAIRE LE TILLEUL;public;124.1
38369;ECOLE PRIMAIRE;public;120.4
38373;ECOLE PRIMAIRE;public;126.1
38394;ECOLE PRIMAIRE LE VILLAGE;public;106.2
38408;ECOLE PRIMAIRE;public;123.3
38432;ECOLE PRIMAIRE;public;128.5
38433;ECOLE PRIMAIRE;public;145.9
38442;ECOLE PRIMAIRE SAINT HUGUES;public;125.4
38509;ECOLE PRIMAIRE PRIVEE SAINT JOSEPH;privé sous contrat;117.7
38455;ECOLE PRIMAIRE PIERRE COQUAND;public;118.5
38471;ECOLE PRIMAIRE ALBERT JAIL;public;142.5
38473;ECOLE PRIMAIRE;public;97.3
38474;ECOLE PRIMAIRE RIVOIRE DE LA DAME;public;133.7
38478;ECOLE PRIMAIRE;public;105.1
38485;ECOLE PRIMAIRE LE VILLAGE;public;143.0
38488;ECOLE PRIMAIRE HENRI DES;public;118.9
38492;ECOLE PRIMAIRE;public;117.7
38496;ECOLE PRIMAIRE;public;99.1
38505;ECOLE PRIMAIRE;public;98.3
38507;ECOLE PRIMAIRE AUGUSTE RENOIR;public;115.0
38525;ECOLE PRIMAIRE PUBLIQUE ROSE VALLAND;public;107.4
38530;ECOLE ELEMENTAIRE PUBLIQUE GERMAINE TILLION;public;116.9
38537;ECOLE PRIMAIRE JEAN MOULIN;public;108.8
38542;ECOLE PRIMAIRE;public;118.5
38545;ECOLE PRIMAIRE REYMURE;public;132.5
38001;ECOLE PRIMAIRE HAROUN TAZIEFF;public;93.9
38002;ECOLE PRIMAIRE;public;137.6
38111;ECOLE PRIMAIRE PRIVEE SAINT PIERRE;privé sous contrat;129.5
38138;ECOLE PRIMAIRE PRIVEE SAINT AUGUSTIN;privé sous contrat;118.9
38169;ECOLE PRIMAIRE ANATOLE FRANCE;public;96.1
38242;ECOLE PRIMAIRE;public;113.4
38035;ECOLE PRIMAIRE;public;105.9
38185;ECOLE PRIMAIRE SIMONE LAGRANGE;public;88.5
38189;ECOLE PRIMAIRE PRIVEE;privé sous contrat;128.3
39478;ECOLE PRIMAIRE AVIGNONNETS;public;72.0
39198;ECOLE ELEMENTAIRE SORBIERS;public;74.3
39300;ECOLE ELEMENTAIRE JACQUES PREVERT;public;76.6
39397;ECOLE ELEMENTAIRE PIERRE BRANTUS;public;101.4
39526;ECOLE PRIMAIRE LOUIS PERGAUD;public;98.5
39171;ECOLE PRIMAIRE;public;103.5
39530;ECOLE PRIMAIRE;public;97.0
39300;ECOLE ELEMENTAIRE FRANCOIS ROLLET;public;68.3
39188;ECOLE PRIMAIRE PUBLIQUE;public;96.6
39093;ECOLE PRIMAIRE CHAMBLAY;public;98.9
40046;ECOLE ELEMENTAIRE PIERRICQ;public;109.9
40046;ECOLE ELEMENTAIRE PETIT PRINCE;public;107.9
40186;ECOLE ELEMENTAIRE;public;104.9
42267;ECOLE PRIMAIRE BOURG;public;106.2
42307;ECOLE ELEMENTAIRE BOURG;public;119.9
42333;ECOLE PRIMAIRE BOURG;public;102.9
42335;ECOLE PRIMAIRE BOURG;public;100.6
42336;ECOLE PRIMAIRE BOURG;public;105.0
42068;ECOLE ELEMENTAIRE ODETTE LAGRANGE;public;97.9
42013;ECOLE PRIMAIRE PRIVEE LE MONTILLET;privé sous contrat;99.1
42044;ECOLE PRIMAIRE PRIVEE SAINT JOSEPH;privé sous contrat;107.2
42323;ECOLE ELEMENTAIRE LES GLYCINES;public;115.0
42168;ECOLE PRIMAIRE PRIVEE PENSIONNAT SAINT JEAN;privé sous contrat;101.8
42218;ECOLE PRIMAIRE PRIVEE ST PIERRE ST PAUL;privé sous contrat;104.3
42218;ECOLE PRIMAIRE PRIVEE SAINT ANDRE;privé sous contrat;106.0
42224;ECOLE PRIMAIRE PRIVEE SAINT JOSEPH;privé sous contrat;124.1
42279;ECOLE PRIMAIRE PRIVEE JAYOL;privé sous contrat;127.0
42302;ECOLE PRIMAIRE PRIVEE SAINT ISIDORE;privé sous contrat;120.9
42098;ECOLE PRIMAIRE BOURG;public;100.8
42184;ECOLE ELEMENTAIRE LES SABLES;public;106.3
42218;ECOLE PRIMAIRE TERRENOIRE PERROTTIERE;public;78.2
42302;ECOLE ELEMENTAIRE MAGAND;public;102.0
42019;ECOLE PRIMAIRE PRIVEE LES TILLEULS;privé sous contrat;95.4
42147;ECOLE ELEMENTAIRE CHEMIN ROUGE;public;95.4
42218;ECOLE PRIMAIRE TERRENOIRE BOURG;public;81.0
42095;ECOLE PRIMAIRE CHAZEAU;public;104.7
42127;ECOLE ELEMENTAIRE LES SABLES;public;90.1
42183;ECOLE ELEMENTAIRE MARCEL PAGNOL;public;71.1
42186;ECOLE PRIMAIRE PRIVEE NOTRE DAME DES COLLINES;privé sous contrat;106.8
42218;ECOLE PRIMAIRE GUIZAY;public;90.3
42237;ECOLE ELEMENTAIRE LAMARTINE;public;106.9
42316;ECOLE ELEMENTAIRE JEAN JAURES;public;107.2
42218;ECOLE PRIMAIRE PRIVEE LE CURE D ARS;privé sous contrat;111.3
42189;ECOLE PRIMAIRE PRIVEE SAINT FRANCOIS DE BEAULIEU;privé sous contrat;111.7
42218;ECOLE ELEMENTAIRE GRAND CLOS;public;82.6
42207;ECOLE ELEMENTAIRE JACQUES PREVERT;public;88.1
42147;ECOLE PRIMAIRE ESTIALLET;public;104.8
42259;ECOLE PRIMAIRE PRIVEE ST MARTIN;privé sous contrat;128.2
42218;ECOLE ELEMENTAIRE TARENTAIZE;public;75.1
42207;ECOLE ELEMENTAIRE CROIX BERTHAUD;public;107.1
42218;ECOLE PRIMAIRE PRIVEE LES MARISTES SITE NOTRE DAME;privé sous contrat;101.1
42225;ECOLE PRIMAIRE PRIVEE SAINTE FAMILLE;privé sous contrat;129.8
42304;ECOLE PRIMAIRE PUBLIQUE SIMONE VEIL;public;86.5
42044;ECOLE ELEMENTAIRE ZOLA PASTEUR;public;73.3
42218;ECOLE PRIMAIRE VILLEBOEUF LE HAUT;public;117.1
42184;ECOLE ELEMENTAIRE BEAUCUEIL;public;100.8
42316;ECOLE ELEMENTAIRE COTE QUART;public;105.2
42002;ECOLE ELEMENTAIRE BOURG D AILLEUX;public;107.0
42218;ECOLE PRIMAIRE SOLEYSEL DESCOURS;public;73.4
42218;ECOLE PRIMAIRE JULES FERRY;public;87.2
42187;ECOLE ELEMENTAIRE JEAN ROSTAND;public;71.1
42271;ECOLE PRIMAIRE BOURG;public;109.5
42218;ECOLE ELEMENTAIRE CHAPPE;public;90.1
42279;ECOLE ELEMENTAIRE TILLEULS;public;119.6
42003;ECOLE PRIMAIRE;public;100.6
42207;ECOLE PRIMAIRE LAMARTINE;public;73.8
42052;ECOLE PRIMAIRE CHANTEMERLE;public;95.5
42305;ECOLE PRIMAIRE PRIVEE FREDERIC DE PELLEPORT;privé sous contrat;113.3
42222;ECOLE PRIMAIRE PRIVEE ST JOSEPH;privé sous contrat;118.1
42218;ECOLE ELEMENTAIRE JACQUARD;public;88.2
42110;LE GRAND PRE ST NICOLAS;privé sous contrat;108.4
43132;ECOLE ELEMENTAIRE;public;101.6
43157;ECOLE ELEMENTAIRE MICHELET;public;95.3
43018;ECOLE ELEMENTAIRE;public;111.2
43020;ECOLE ELEMENTAIRE;public;102.6
43137;ECOLE ELEMENTAIRE LUCIE AUBRAC;public;110.6
43224;ECOLE ELEMENTAIRE;public;99.4
43021;SIMONE VEIL;public;109.4
43162;ECOLE ELEMENTAIRE THEODORE MONOD;public;96.3
43162;ECOLE ELEMENTAIRE JUSSAC;public;91.0
43150;ECOLE ELEMENTAIRE;public;110.8
43089;ECOLE ELEMENTAIRE;public;103.0
43018;ECOLE ELEMENTAIRE PRIVEE SAINTE THERESE;privé sous contrat;110.2
43112;ECOLE ELEMENTAIRE PRIVEE LA PRESENTATION;privé sous contrat;100.9
43159;ECOLE ELEMENTAIRE PRIVEE MAISON SOEURS SAINT JOSEPH;privé sous contrat;96.6
59009;ECOLE ELEMENTAIRE JOSEPHINE BAKER;public;74.3
59330;ECOLE PRIMAIRE JEAN MACE;public;118.0
59410;ECOLE ELEMENTAIRE MONTAIGNE;public;79.5
59598;GROUPE SCOLAIRE ARAGON PREVERT;public;111.2
59009;ECOLE ELEMENTAIRE ANATOLE FRANCE;public;128.6
59166;ECOLE PRIMAIRE ANTOINE DE SAINT EXUPERY;public;103.5
59350;ECOLE PRIMAIRE JEAN MOULIN LOUIS PERGAUD;public;99.1
59009;ECOLE PRIMAIRE PAUL VERLAINE 16;public;86.7
59276;ECOLE ELEMENTAIRE MARIE CURIE JOLIOT CURIE;public;84.7
59271;ECOLE ELEMENTAIRE CELESTIN FREINET;public;91.0
59183;ECOLE ELEMENTAIRE FELIX COQUELLE;public;103.7
59015;ECOLE PRIMAIRE FRANCOIS NOEL;public;104.6
59228;ECOLE PRIMAIRE SUZANNE LANOY;public;114.0
59069;ECOLE PRIMAIRE MARCEL PAGNOL;public;100.5
59436;ECOLE PRIMAIRE RPI 7;public;102.9
59464;ECOLE PRIMAIRE;public;87.8
59497;ECOLE PRIMAIRE PRIVEE SAINTE MARIE;privé sous contrat;104.2
59650;ECOLE PRIMAIRE PRIVEE ENFANT JESUS;privé sous contrat;110.0
59599;ECOLE PRIMAIRE PRIVEE SAINT BLAISE;privé sous contrat;102.3
59266;ECOLE ELEMENTAIRE PREVERT;public;128.1
59350;ECOLE PRIMAIRE PRIVEE SAINT VINCENT DE PAUL;privé sous contrat;94.1
59512;ECOLE PRIMAIRE JEAN MACE;public;65.7
59431;ECOLE PRIMAIRE PRIVEE SAINT LOUIS SACRE COEUR;privé sous contrat;120.1
59033;ECOLE ELEMENTAIRE JOLIOT CURIE;public;82.5
59319;GROUPE SCOLAIRE MAURICE SCHUMANN;public;108.8
59599;ECOLE PRIMAIRE ALBERT CAMUS;public;68.7
59516;ECOLE PRIMAIRE;public;109.1
59286;ECOLE ELEMENTAIRE LEO LAGRANGE;public;94.6
59092;ECOLE PRIMAIRE JEAN ZAY;public;89.8
59284;GROUPE SCOLAIRE JULIE VICTOIRE DAUBIE;public;111.1
59183;GROUPE SCOLAIRE JEAN JAURES;public;80.7
59392;ECOLE ELEMENTAIRE CLAUDE DEBUSSY;public;67.2
59009;ECOLE PRIMAIRE PRIVEE SAINT PIERRE D ASCQ;privé sous contrat;142.0
59426;GROUPE SCOLAIRE EUROPEEN LAMARTINE;public;110.5
59143;ECOLE PRIMAIRE DU PARC;public;114.8
59329;ECOLE PRIMAIRE ROGER SALENGRO;public;111.7
59009;ECOLE PRIMAIRE PUBLIQUE RAMEAU;public;74.8
59017;ECOLE PRIMAIRE PUBLIQUE RENAN BUISSON;public;93.8
59410;ECOLE ELEMENTAIRE PUBLIQUE DES PROVINCES;public;76.8
59322;ECOLE ELEMENTAIRE JOLIOT CURIE;public;87.5
59383;ECOLE PRIMAIRE PUBLIQUE JULES HENRI LENGRAND;public;83.9
59512;ECOLE PRIMAIRE PUBLIQUE PIERRE BROSSOLETTE;public;75.0
59222;ECOLE PRIMAIRE PUBLIQUE MARCELINE DESBORDES VALMORE;public;119.0
59143;ECOLE PRIMAIRE PUBLIQUE OMER OLLIVIER;public;90.7
59599;ECOLE ELEMENTAIRE PUBLIQUE BALZAC HUGO;public;74.7
59632;ECOLE PRIMAIRE PUBLIQUE LE BOSQUET;public;72.7
59367;ECOLE PRIMAIRE PUBLIQUE LE PETIT PRINCE;public;98.9
59599;ECOLE PRIMAIRE PUBLIQUE CHARLES DE GAULLE;public;75.3
60652;ECOLE PRIMAIRE;public;105.9
60256;ECOLE PRIMAIRE;public;108.6
60195;ECOLE ELEMENTAIRE;public;111.6
60257;ECOLE ELEMENTAIRE;public;111.6
60293;ECOLE ELEMENTAIRE;public;123.1
60101;ECOLE PRIMAIRE;public;109.2
60567;ECOLE PRIMAIRE LES FONTAINETTES;public;86.1
60395;ECOLE ELEMENTAIRE VOLTAIRE;public;92.5
60395;ECOLE ELEMENTAIRE BELLONTE;public;76.9
60321;ECOLE PRIMAIRE;public;107.8
60452;ECOLE ELEMENTAIRE;public;118.9
60570;ECOLE PRIMAIRE;public;107.5
60324;ECOLE PRIMAIRE;public;93.1
60491;ECOLE PRIMAIRE;public;112.8
60486;ECOLE PRIMAIRE;public;91.2
60578;ECOLE PRIMAIRE L COLLAS;public;100.8
60703;ECOLE PRIMAIRE;public;107.8
60310;ECOLE PRIMAIRE;public;98.9
60277;ECOLE PRIMAIRE DE L AVELON;public;109.6
60242;ECOLE PRIMAIRE;public;100.6
60004;ECOLE ELEMENTAIRE;public;103.7
60346;ECOLE PRIMAIRE MARIE MARVINGT;public;133.1
60013;ECOLE PRIMAIRE LUCIENNE FABRE SEBART;public;115.7
60130;ECOLE PRIMAIRE;public;110.6
60342;ECOLE ELEMENTAIRE;public;100.1
60374;ECOLE ELEMENTAIRE ALBERT CAMUS;public;93.8
60192;ECOLE ELEMENTAIRE;public;100.3
60159;ECOLE ELEMENTAIRE D APPLICATION PH LEBESGUE;public;77.1
60323;ECOLE PRIMAIRE;public;112.1
60338;ECOLE ELEMENTAIRE JACQUES BONTEMPS;public;116.0
60382;ECOLE ELEMENTAIRE FERDINAND BUISSON;public;128.1
60382;ECOLE ELEMENTAIRE EDOUARD HERRIOT;public;98.6
60393;ECOLE PRIMAIRE;public;107.1
60369;ECOLE ELEMENTAIRE DU GRAND FERRE;public;111.0
60076;ECOLE ELEMENTAIRE;public;87.5
60565;ECOLE PRIMAIRE;public;96.1
60575;ECOLE ELEMENTAIRE ROGER PAUCHET;public;104.1
60166;ECOLE PRIMAIRE;public;109.5
60281;ECOLE ELEMENTAIRE;public;110.8
60483;ECOLE ELEMENTAIRE;public;105.3
60509;ECOLE PRIMAIRE FERDINAND BUISSON MAX DRAINS;public;104.2
60226;ECOLE ELEMENTAIRE;public;113.4
60471;ECOLE ELEMENTAIRE LES GOELANDS;public;101.8
60060;ECOLE PRIMAIRE M PETITPAS;public;104.1
60185;ECOLE PRIMAIRE NICOLAS LE BRUN;public;116.9
60197;ECOLE PRIMAIRE DES TROIS CAHIERS;public;112.3
60429;ECOLE PRIMAIRE DE LA MARE DU BOIS;public;120.4
60392;ECOLE PRIMAIRE;public;100.5
60492;ECOLE PRIMAIRE;public;101.9
60414;ECOLE ELEMENTAIRE JACQUES DECOUR;public;74.9
60447;ECOLE ELEMENTAIRE;public;119.8
60012;ECOLE ELEMENTAIRE ANATOLE DEVARENNE;public;102.4
60176;ECOLE ELEMENTAIRE GASTON RAMON;public;107.8
60494;ECOLE PRIMAIRE DES FONTAINES;public;114.4
60181;ECOLE PRIMAIRE R SANTER;public;95.7
60159;ECOLE ELEMENTAIRE PRIVEE GRANDE ECOLE JEAN PAUL II;privé sous contrat;134.4
60509;ECOLE PRIMAIRE PRIVEE SAINT JOSEPH DU MONCEL;privé sous contrat;112.8
60269;ECOLE PRIMAIRE PRIVEE IMMACULEE CONCEPTION;privé sous contrat;103.8
60612;ECOLE PRIMAIRE SERAPHINE LOUIS;public;134.7
60463;ECOLE ELEMENTAIRE GEORGES CHARPAK;public;85.6
60175;ECOLE ELEMENTAIRE EDOUARD VAILLANT;public;83.9
60057;ECOLE ELEMENTAIRE ALBERT CAMUS;public;69.2
60159;ECOLE PRIMAIRE CHARLES FAROUX GROUPE B GROUPE 2;public;81.4
60380;ECOLE ELEMENTAIRE ROBERT LEROUX;public;96.1
60597;ECOLE ELEMENTAIRE RENE BOULANGER;public;101.6
60509;ECOLE ELEMENTAIRE ROBERT DESNOS;public;86.0
60025;ECOLE ELEMENTAIRE GROUPE SCOLAIRE HENIN;public;104.2
60238;ECOLE ELEMENTAIRE ROQUESABLE;public;121.0
60463;ECOLE ELEMENTAIRE JEAN MOULIN;public;83.4
60007;ECOLE ELEMENTAIRE DU PARC;public;117.6
60141;ECOLE ELEMENTAIRE BOIS SAINT DENIS PHILIPPE COURBOIN;public;136.1
60508;ECOLE PRIMAIRE MASSE CHADUFAUX;public;114.8
60143;ECOLE ELEMENTAIRE ROGER BLONDEAU;public;109.8
60665;ECOLE ELEMENTAIRE;public;109.2
60104;ECOLE ELEMENTAIRE H BAYARD;public;80.4
60665;ECOLE PRIMAIRE DE LA PRAIRIE;public;92.8
60414;ECOLE PRIMAIRE MAURICE BAMBIER;public;77.1
60395;ECOLE PRIMAIRE J VERNE;public;104.4
61194;ECOLE PRIMAIRE PUBLIQUE GOULET;public;99.7
61001;ECOLE PRIMAIRE MASSON;public;113.4
61001;ECOLE PRIMAIRE PUBLIQUE JULES FERRY;public;124.3
61006;ECOLE PRIMAIRE MARCEL PAGNOL;public;91.9
61038;ECOLE PRIMAIRE;public;98.2
61043;ECOLE PRIMAIRE;public;94.4
61063;ECOLE PRIMAIRE DU GRAND HAZE;public;97.0
61140;ECOLE PRIMAIRE;public;89.0
61168;ECOLES PUBLIQUES FERTOISES;public;93.9
61167;ECOLE ELEMENTAIRE HENRI MATISSE;public;93.1
61202;ECOLE PRIMAIRE DES TROIS RIVES;public;106.4
61214;ECOLE PRIMAIRE VICTOR HUGO;public;84.7
61218;ECOLE PRIMAIRE LES ADONIDES;public;103.9
61222;ECOLE PRIMAIRE PUBLIQUE DE LA VISANCE;public;101.5
61288;ECOLE ELEMENTAIRE;public;95.4
61309;ECOLE PRIMAIRE NOCE;public;99.0
61486;ECOLE PRIMAIRE LA MARINERIE ST CORNIER DES LANDES;public;102.5
61400;ECOLE PRIMAIRE;public;108.1
61463;ECOLE ELEMENTAIRE PIERRE BOURDAN;public;99.9
61474;ECOLE PRIMAIRE UROU ET CRENNES;public;97.4
61038;ECOLE PRIMAIRE PRIVEE SAINT MICHEL;privé sous contrat;105.7
61093;ECOLE PRIMAIRE PRIVEE SACRE COEUR;privé sous contrat;92.9
61169;ECOLE PRIMAIRE PRIVEE NOTRE DAME;privé sous contrat;103.4
61063;ECOLE PRIMAIRE PRIVEE NOTRE DAME SAINT LOUIS;privé sous contrat;96.4
61145;ECOLE PRIMAIRE PRIVEE ANGE GARDIEN DOMFRONT;privé sous contrat;103.6
61376;ECOLE PRIMAIRE PUBLIQUE;public;102.8
61397;ECOLE PRIMAIRE;public;104.5
61001;ECOLE PRIMAIRE COURTEILLE;public;92.7
61297;ECOLE ELEMENTAIRE DES SOURCES;public;98.4
61181;ECOLE PRIMAIRE PRIVEE TREGARO;privé sous contrat;104.0
62041;ECOLE ELEMENTAIRE PIERRE CURIE;public;101.0
62080;ECOLE PRIMAIRE REGROUPEMENT PEDAGOGIQUE INTERCOMMUNAL CONCENTRE RPC DE BAPAUME;public;78.1
62515;ECOLE PRIMAIRE RPI 94;public;93.2
62082;ECOLE ELEMENTAIRE RPI 13;public;92.8
62144;ECOLE ELEMENTAIRE RPI 55;public;106.8
62181;ECOLE ELEMENTAIRE;public;93.3
62185;ECOLE ELEMENTAIRE RPI 75;public;112.3
62739;ECOLE ELEMENTAIRE RPI 60;public;93.3
62663;ECOLE ELEMENTAIRE RPI 61;public;89.3
62279;ECOLE PRIMAIRE CAMILLE COROT;public;124.7
62115;ECOLE PRIMAIRE JEAN MONNET;public;116.4
62627;ECOLE PRIMAIRE PIERRE JOSEPH LESAGE;public;113.6
62023;ECOLE ELEMENTAIRE FRANCOISE DOLTO JEAN MONNET;public;96.3
62048;ECOLE ELEMENTAIRE JEAN DE LA FONTAINE;public;81.0
62758;ECOLE ELEMENTAIRE ISABELLE NACRY JULES FERRY;public;86.3
62179;ECOLE ELEMENTAIRE RPI 80;public;95.3
62178;ECOLE ELEMENTAIRE LES HAYETTES;public;102.2
62356;ECOLE PRIMAIRE JEAN MOULIN REGROUPEMENT PEDAGOGIQUE INTERCOMMUNAL CONCENTRE RPC DE FRESNICOURT LE DOLMEN;public;102.7
62083;ECOLE ELEMENTAIRE MARYSE BASTIE;public;76.4
62456;ECOLE PRIMAIRE LES FONTINETTES;public;104.1
62836;ECOLE PRIMAIRE LES MARCASSINS;public;124.6
62617;ECOLE PRIMAIRE SUZANNE BLIN;public;69.3
62851;ECOLE PRIMAIRE DES DEUX RIVIERES;public;104.0
62020;ECOLE PRIMAIRE;public;101.5
62191;ECOLE PRIMAIRE;public;86.8
62334;ECOLE PRIMAIRE JEAN DE FIENNES;public;93.9
62645;ECOLE ELEMENTAIRE DES DUNES D OYE;public;101.6
62174;ECOLE PRIMAIRE JACQUES PREVERT;public;100.1
62488;ECOLE PRIMAIRE DES LILAS;public;103.8
62193;ECOLE PRIMAIRE ARCHIMEDE;public;83.0
62193;ECOLE PRIMAIRE DELAROCHE VAN DYCK;public;89.9
62160;ECOLE ELEMENTAIRE LOUIS BLANC;public;68.1
62052;ECOLE ELEMENTAIRE RPI 81;public;117.7
62487;ECOLE PRIMAIRE LE VILLAGE;public;93.7
62505;ECOLE PRIMAIRE JACQUES PREVERT;public;100.1
62886;ECOLE ELEMENTAIRE RPI 69;public;103.2
62021;ECOLE ELEMENTAIRE LA BIMOISE RPI 29;public;96.8
62102;ECOLE ELEMENTAIRE RPI 92;public;92.6
62300;ECOLE PRIMAIRE JEAN MACE FERDINAND BUISSON;public;84.6
62746;ECOLE PRIMAIRE D ECAULT;public;95.3
62821;ECOLE ELEMENTAIRE RPI 72;public;99.7
62133;ECOLE PRIMAIRE VOLTAIRE;public;75.6
62321;ECOLE ELEMENTAIRE MERESSE SEGARD;public;91.6
62413;ECOLE ELEMENTAIRE DENIS DIDEROT;public;90.5
62637;ECOLE ELEMENTAIRE ANDRE PANTIGNY;public;89.3
62637;ECOLE ELEMENTAIRE GEORGES BRASSENS;public;82.2
62842;ECOLE ELEMENTAIRE JEAN JAURES;public;93.1
62065;ECOLE ELEMENTAIRE LOUIS ARAGON ELSATRIOLET;public;74.3
62861;ECOLE ELEMENTAIRE JEAN MACE;public;111.7
62276;ECOLE ELEMENTAIRE MARIE CURIE;public;91.2
62606;ECOLE PRIMAIRE VIEUX MOULIN;public;115.1
62573;ECOLE ELEMENTAIRE LES PLATANES;public;98.6
62108;ECOLE PRIMAIRE BREL PERRAULT;public;79.2
62443;ECOLE ELEMENTAIRE JULES VALLES;public;91.0
