insee_code;school_name;secteur;ips_score
87001;ECOLE ELEMENTAIRE PUBLIQUE;public;108.6
88284;ECOLE PRIMAIRE DU CENTRE;public;100.4
88423;GROUPE SCOLAIRE;public;105.0
88246;ECOLE PRIMAIRE;public;97.2
88160;ECOLE PRIMAIRE VICTOR HUGO;public;107.9
88160;ECOLE PRIMAIRE 149EME RI;public;92.1
88161;ECOLE PRIMAIRE;public;97.9
88434;ECOLE ELEMENTAIRE;public;92.2
88173;ECOLE PRIMAIRE;public;108.0
88373;ECOLE ELEMENTAIRE;public;90.4
88167;ECOLE ELEMENTAIRE;public;98.8
88358;ECOLE ELEMENTAIRE;public;96.0
88088;ECOLE PRIMAIRE DU CENTRE;public;86.6
88484;ECOLE PRIMAIRE;public;101.9
88369;ECOLE PRIMAIRE;public;95.1
88413;GROUPE SCOLAIRE EUGENIE ET JULES FERRY;public;102.1
88126;ECOLE ELEMENTAIRE;public;99.5
88134;ECOLE PRIMAIRE LOUIS POIROT;public;107.1
88044;ECOLE PRIMAIRE;public;104.7
88258;ECOLE PRIMAIRE CAMILLE PICARD;public;91.7
88531;ECOLE ELEMENTAIRE DES 2 LACS;public;111.6
88261;ECOLE PRIMAIRE;public;100.4
88408;ECOLE PRIMAIRE LES MEIX;public;99.5
88465;ECOLE PRIMAIRE;public;106.9
88321;ECOLE ELEMENTAIRE MARCEL PAGNOL;public;90.7
88251;ECOLE PRIMAIRE DU CENTRE;public;103.4
88430;ECOLE PRIMAIRE;public;90.7
88160;ECOLE ELEMENTAIRE SAINT LAURENT;public;106.6
88136;ECOLE PRIMAIRE;public;117.0
88132;ECOLE PRIMAIRE;public;123.7
88160;ECOLE ELEMENTAIRE D AMBRAIL;public;110.6
88424;ECOLE ELEMENTAIRE DU CENTRE;public;111.2
88151;ECOLE PRIMAIRE;public;106.8
88160;ECOLE ELEMENTAIRE EMILE DURKHEIM;public;104.3
88372;ECOLE PRIMAIRE DU TILLEUL;public;85.5
88158;ECOLE ELEMENTAIRE LES TILLEULS;public;99.5
88327;GROUPE SCOLAIRE DE NOMEXY;public;89.7
88372;GROUPE SCOLAIRE DU JOLI BOIS;public;80.5
88367;ECOLE ELEMENTAIRE JULES FERRY;public;81.9
88415;ECOLE ELEMENTAIRE LE FOSSARD;public;101.2
14057;ECOLE PRIMAIRE;public;97.9
14149;ECOLE PRIMAIRE;public;105.3
14456;ECOLE PRIMAIRE LUCIEN CINGAL;public;101.8
14431;ECOLE PRIMAIRE DU VAL LAIZON;public;101.7
14118;ECOLE PRIMAIRE PUITS PICARD;public;81.3
14030;ECOLE PRIMAIRE BILL BAILLIE;public;129.5
14014;ECOLE ELEMENTAIRE;public;122.1
14193;ECOLE PRIMAIRE;public;98.1
14760;ECOLE DES SOURCES;public;106.7
14102;ECOLE PRIMAIRE;public;112.9
14126;ECOLE PRIMAIRE VICTOR HUGO;public;115.4
14060;ECOLE PRIMAIRE JEAN ET MARIE DESCHAMPS;public;116.3
14076;ECOLE PRIMAIRE COLBERT;public;100.4
14166;ECOLE PRIMAIRE LEON GAUTIER;public;117.9
14197;ECOLE PRIMAIRE JACQUES PREVERT;public;117.6
14274;ECOLE PRIMAIRE JEAN DE LA FONTAINE;public;133.9
14738;ECOLE ELEMENTAIRE VICTOR HUGO;public;118.0
14405;ECOLE PRIMAIRE;public;100.4
14764;ECOLE PRIMAIRE;public;100.9
14206;ECOLE PRIMAIRE DE CROCY;public;94.6
14438;ECOLE PRIMAIRE EDWARDS GRIFFITHS;public;109.7
14020;ECOLE PRIMAIRE DOCTEUR DERRIEN;public;100.0
14119;ECOLE PRIMAIRE;public;97.9
14403;ECOLE PRIMAIRE;public;93.9
14626;ECOLE ELEMENTAIRE;public;93.5
14654;ECOLE PRIMAIRE AMMEVILLE;public;92.8
14061;ECOLE PRIMAIRE ARC EN CIEL;public;97.7
14726;ECOLE PRIMAIRE DE VIESSOIX;public;89.1
14762;ECOLE PRIMAIRE JEAN MOULIN;public;79.7
14478;ECOLE ELEMENTAIRE PRIVEE NOTRE DAME;privé sous contrat;104.1
14068;ECOLE PRIMAIRE;public;119.2
14100;ECOLE PRIMAIRE LES QUATRES VENTS;public;101.5
14143;ECOLE PRIMAIRE;public;93.8
14327;ECOLE PRIMAIRE PIERRE GRINGOIRE;public;81.2
14354;ECOLE PRIMAIRE SILAS;public;119.3
14574;ECOLE PRIMAINE CHARLES PIERRE;public;103.4
14689;ECOLE PRIMAIRE PAUL HEROULT;public;103.9
14384;ECOLE PRIMAIRE PRIVEE SAINTE MARIE;privé sous contrat;117.0
14711;ECOLE ELEMENTAIRE PRIVEE NOTRE DAME;privé sous contrat;97.0
14047;ECOLE ELEMENTAIRE PRIVEE SAINT PATRICE;privé sous contrat;107.1
14118;ECOLE ELEMENTAIRE PRIVEE SAINT PAUL;privé sous contrat;129.9
14229;ECOLE ELEMENTAIRE PRIVEE SAINT JOSEPH;privé sous contrat;109.9
14366;ECOLE ELEMENTAIRE PRIVEE SAINT JEAN BAPTISTE DE LA SALLE;privé sous contrat;105.4
14570;ECOLE PRIMAIRE LA CHAPELLE YVON;public;102.0
14061;ECOLE PRIMAIRE LE PETIT PRINCE;public;89.6
14566;ECOLE ELEMENTAIRE JEAN DE LA FONTAINE;public;126.2
14536;ECOLE PRIMAIRE;public;113.6
14258;ECOLE PRIMAIRE DE LA CROSSE;public;85.7
14623;ECOLE PRIMAIRE CHARLES HUARD;public;111.6
14762;ECOLE PRIMAIRE LES VERTS PRES;public;102.3
14271;ECOLE ELEMENTAIRE JEAN GOUESLARD;public;103.9
14437;ECOLE ELEMENTAIRE LES TILLEULS;public;97.7
14118;ECOLE PRIMAIRE MICHEL PONDAVEN;public;75.0
14118;ECOLE PRIMAIRE REINE MATHILDE;public;67.6
14370;ECOLE PRIMAIRE;public;96.1
14220;ECOLE ELEMENTAIRE FRACASSE;public;110.9
15215;ECOLE ELEMENTAIRE;public;109.8
15138;ECOLE ELEMENTAIRE JEAN JACQUES TRILLAT;public;108.1
15090;ECOLE ELEMENTAIRE;public;107.7
15092;ECOLE ELEMENTAIRE;public;98.0
15053;ECOLE ELEMENTAIRE;public;107.1
15014;ECOLE ELEMENTAIRE TIVOLI;public;81.0
15160;ECOLE ELEMENTAIRE;public;99.6
15162;ECOLE ELEMENTAIRE GEORGES POMPIDOU;public;99.0
15163;ECOLE ELEMENTAIRE;public;99.0
15164;ECOLE ELEMENTAIRE;public;100.8
15255;ECOLE ELEMENTAIRE;public;103.1
15187;ECOLE ELEMENTAIRE PRIVEE INSTITUTION SAINT JOSEPH;privé sous contrat;101.7
15258;ECOLE ELEMENTAIRE ETIENNE LABRUNIE;public;107.8
15187;ECOLE ELEMENTAIRE BESSERETTE;public;100.1
15014;ECOLE ELEMENTAIRE BELBEX;public;88.2
16015;ECOLE ELEMENTAIRE MARIE CURIE;public;81.3
16119;ECOLE PRIMAIRE MARIE ET FRANCOIS MAYOUX;public;105.0
16147;ECOLE ELEMENTAIRE GARDES LE PONTAROUX;public;96.7
16382;ECOLE ELEMENTAIRE TORSAC;public;99.5
16374;ECOLE ELEMENTAIRE CELESTIN FREINET;public;77.9
16374;ECOLE ELEMENTAIRE EDOUARD HERRIOT;public;71.4
16154;ECOLE PRIMAIRE DU PONTOUVRE;public;100.6
16244;ECOLE PRIMAIRE ALFRED DE VIGNY;public;100.3
16055;ECOLE PRIMAIRE LES FRERES CHABASSE;public;107.0
16291;ECOLE ELEMENTAIRE JEAN MOULIN;public;106.8
16166;ECOLE ELEMENTAIRE CORSET CARPENTIER;public;100.7
16291;ECOLE ELEMENTAIRE ROBERT DOISNEAU;public;105.1
16421;ECOLE ELEMENTAIRE VOUTHON;public;106.2
16223;ECOLE ELEMENTAIRE FRANCOIS MARVAUD;public;94.6
16204;ECOLE PRIMAIRE CHARLES FRANC;public;95.4
16287;ECOLE ELEMENTAIRE MARCEL PAGNOL;public;101.5
16300;ECOLE ELEMENTAIRE VAL DE BONNIEURE;public;100.6
16414;ECOLE ELEMENTAIRE VILLOGNON;public;89.8
16109;ECOLE ELEMENTAIRE COURBILLAC;public;91.3
16360;ECOLE ELEMENTAIRE SALLES DE BARBEZIEUX;public;105.1
16085;ECOLE ELEMENTAIRE EDOUARD PASCAUD;public;94.2
16281;ECOLE PRIMAIRE LA ROCHEFOUCAULD EN ANGOUMOIS;public;100.7
16093;ECOLE ELEMENTAIRE JEAN JAURES;public;94.9
16280;ECOLE PRIMAIRE GINETTE ET DANIEL GASCON;public;104.4
16002;ECOLE ELEMENTAIRE LES ADJOTS;public;99.1
16102;ECOLE ELEMENTAIRE PIERRE ET MARIE CURIE;public;117.8
16089;ECOLE ELEMENTAIRE JULES VALLES;public;96.5
16243;ECOLE PRIMAIRE NERCILLAC;public;89.8
16090;ECOLE ELEMENTAIRE MARCELLE NADAUD;public;103.2
16374;ECOLE ELEMENTAIRE LE BOURG;public;105.4
16271;ECOLE PRIMAIRE LES EAUX CLAIRES;public;119.1
16086;ECOLE PRIMAIRE CHASSENON;public;82.3
16348;ECOLE PRIMAIRE GILBERT RAMBLIERE;public;114.2
16329;ECOLE PRIMAIRE SAINT LAURENT DE CERIS;public;95.5
16058;ECOLE PRIMAIRE BOUTIERS SAINT TROJAN;public;113.6
16199;ECOLE ELEMENTAIRE RELETTE;public;109.3
16120;ECOLE PRIMAIRE DIRAC;public;119.1
16295;ECOLE ELEMENTAIRE EMILE MARCHOUX;public;100.5
16363;ECOLE ELEMENTAIRE SAULGOND;public;91.2
16097;ECOLE ELEMENTAIRE PAUL GARANDEAU;public;92.8
16312;ECOLE PRIMAIRE SAINT CYBARDEAUX;public;92.6
16077;ECOLE ELEMENTAIRE CHAMPMILLON;public;106.0
17383;ECOLE PRIMAIRE ST PIERRE DE JUILLERS;public;83.7
17165;ECOLE ELEMENTAIRE FONTENET;public;96.7
17023;ECOLE ELEMENTAIRE AUJAC;public;84.7
17217;ECOLE ELEMENTAIRE MACQUEVILLE;public;96.4
17239;ECOLE ELEMENTAIRE MONS;public;93.0
17283;ECOLE ELEMENTAIRE AGRIPPA D AUBIGNE PONS;public;97.1
17089;ECOLE ELEMENTAIRE LA CHAPELLE DES POTS;public;103.2
17289;ECOLE ELEMENTAIRE PREGUILLAC;public;106.8
17310;ECOLE ELEMENTAIRE LIDONNAISE ST ANDRE DE LIDON;public;93.8
17196;ECOLE ELEMENTAIRE JAZENNES;public;95.4
17376;ECOLE PRIMAIRE DU BOIS MARAIS ST OUEN D AUNIS;public;110.3
17391;ECOLE ELEMENTAIRE ST ROGATIEN;public;121.8
17353;ECOLE PRIMAIRE ST LAURENT DE LA PREE;public;109.3
17300;ECOLE ELEMENTAIRE MARIE MARVINGT LA ROCHELLE;public;109.3
17300;ECOLE PRIMAIRE MASSIOU LA ROCHELLE;public;126.6
17300;ECOLE ELEMENTAIRE LOUIS GUILLET LA ROCHELLE;public;73.0
17300;ECOLE ELEMENTAIRE SIMONE VEIL LA ROCHELLE;public;129.6
17306;ECOLE ELEMENTAIRE LOUIS BOUCHET ROYAN;public;114.3
17306;ECOLE ELEMENTAIRE JEAN PAPEAU ROYAN;public;102.1
17434;ECOLE ELEMENTAIRE JULES FERRY SURGERES;public;99.3
17453;ECOLE PRIMAIRE TRIZAY;public;107.6
17472;ECOLE PRIMAIRE VILLEDOUX;public;109.4
17300;ECOLE ELEMENTAIRE MARCELIN BERTHELOT LA ROCHELLE;public;106.9
17299;ECOLE ELEMENTAIRE EMILE ZOLA ROCHEFORT;public;106.9
17299;ECOLE ELEMENTAIRE SAMUEL DE CHAMPLAIN ROCHEFORT;public;120.2
17299;ECOLE ELEMENTAIRE ANATOLE FRANCE ROCHEFORT;public;104.4
17431;ECOLE PRIMAIRE SOULIGNONNE;public;102.1
17236;ECOLE ELEMENTAIRE MIRAMBEAU;public;94.6
17240;ECOLE ELEMENTAIRE JACQUES BAUMONT MONTENDRE;public;94.1
17241;ECOLE ELEMENTAIRE MONTGUYON;public;83.9
17264;ECOLE ELEMENTAIRE GABRIEL CHOBELET NIEUL SUR MER;public;123.0
17267;ECOLE PRIMAIRE NUAILLE D AUNIS;public;110.2
17340;ECOLE ELEMENTAIRE ST PIERRE LA NOUE PERE;public;109.5
17278;ECOLE ELEMENTAIRE GEORGES COUTURIER PISANY;public;108.2
17287;ECOLE ELEMENTAIRE DE POUILLAC;public;82.1
17182;ECOLE ELEMENTAIRE OCTAVE CHESSE LA GREVE SUR LE MIGNON;public;102.0
17190;ECOLE ELEMENTAIRE LE RENARD L HOUMEAU;public;123.4
17197;ECOLE ELEMENTAIRE ANDRE MALRAUX JONZAC;public;92.9
17200;ECOLE ELEMENTAIRE LE TREUIL DES FILLES LAGORD;public;122.8
17218;ECOLE ELEMENTAIRE JULES FERRY MARANS;public;103.2
17119;ECOLE ELEMENTAIRE CORME ECLUSE;public;99.7
17136;ECOLE PRIMAIRE CROIX CHAPEAU;public;118.8
17151;ECOLE PRIMAIRE L EGUILLE;public;101.6
17155;ECOLE ELEMENTAIRE ETAULES;public;98.2
17074;ECOLE ELEMENTAIRE BUSSAC FORET;public;92.6
17077;ECOLE PRIMAIRE CERCOUX;public;98.5
17008;ECOLE ELEMENTAIRE JOSEPHINE BAKER ANDILLY;public;116.5
17094;ECOLE ELEMENTAIRE PIERRE JONCHERY CHATELAILLON PLAGE;public;121.6
17104;ECOLE ELEMENTAIRE CHEVANCEAUX;public;86.2
17110;ECOLE PRIMAIRE CLERAC;public;85.5
17009;ECOLE PRIMAIRE LA FARANDOLE ANGLIERS;public;111.7
17147;ECOLE PRIMAIRE POITEVIN ECOYEUX;public;100.1
17434;ECOLE PRIMAIRE PRIVEE JEANNE D ARC;privé sous contrat;108.1
17299;ECOLE PRIMAIRE PRIVEE SAINT JOSEPH;privé sous contrat;107.2
17299;ECOLE PRIMAIRE PRIVEE SAINTE MARIE DE LA PROVIDENCE;privé sous contrat;115.8
17284;ECOLE PRIMAIRE PRIVEE SAINT LOUIS SAINT PIERRE;privé sous contrat;114.1
17270;ECOLE PRIMAIRE PRIVEE SAINTE EUSTELLE;privé sous contrat;97.0
17218;ECOLE PRIMAIRE PRIVEE MARIE EUSTELLE;privé sous contrat;101.7
17161;ECOLE PRIMAIRE PRIVEE SAINTE CATHERINE;privé sous contrat;116.7
17415;ECOLE ELEMENTAIRE ROGER PERAT SAINTES;public;74.0
17425;ECOLE ELEMENTAIRE SEMUSSAC;public;102.2
17188;ECOLE ELEMENTAIRE HAIMPS;public;96.2
17094;ECOLE ELEMENTAIRE PAUL MICHAUD CHATELAILLON;public;113.4
17400;ECOLE PRIMAIRE INTERCOMMUNALE DE SAINT SEVER ROUFFIAC;public;106.3
17351;ECOLE PRIMAIRE ERIC TABARLY ST JUST LUZAC;public;95.5
17394;ECOLE PRIMAIRE ST SATURNIN DU BOIS;public;103.2
17337;ECOLE ELEMENTAIRE DU TRAIT D UNION ST GEORGES D OLERON;public;101.0
17380;ECOLE PRIMAIRE LUCIEN ROBIN ST PALAIS SUR MER;public;105.4
17360;ECOLE ELEMENTAIRE LOUIS GAUCHER STE MARIE DE RE;public;124.0
18125;ECOLE PRIMAIRE GROUPE CAMILLE BOISTARD;public;94.0
18233;ECOLE ELEMENTAIRE;public;103.9
18268;ECOLE ELEMENTAIRE;public;99.6
18274;ECOLE ELEMENTAIRE;public;104.6
18004;ECOLE PRIMAIRE;public;105.7
18028;ECOLE PRIMAIRE;public;106.9
18096;ECOLE ELEMENTAIRE;public;95.0
18115;ECOLE ELEMENTAIRE;public;93.8
18126;ECOLE ELEMENTAIRE;public;105.9
18206;ECOLE ELEMENTAIRE BOURGNEUF;public;114.2
02018;ECOLE ELEMENTAIRE YVES BRES;public;111.1
02304;ECOLE PRIMAIRE JULES VERNE;public;82.3
02305;ECOLE ELEMENTAIRE JULES FERRY;public;79.4
02315;ECOLE PRIMAIRE DU CENTRE;public;91.9
02220;ECOLE PRIMAIRE;public;92.5
02474;ECOLE ELEMENTAIRE;public;100.3
02477;ECOLE PRIMAIRE;public;110.0
02680;ECOLE ELEMENTAIRE JEAN MOULIN;public;102.4
02691;ECOLE ELEMENTAIRE MARCEL PAGNOL;public;81.2
02593;ECOLE PRIMAIRE ROBERT LENGELE;public;109.9
02600;ECOLE PRIMAIRE;public;92.0
02610;ECOLE PRIMAIRE DU LIMODORE;public;104.0
02405;ECOLE ELEMENTAIRE;public;97.9
02420;ECOLE PRIMAIRE GERARD FRISON;public;95.6
02738;ECOLE ELEMENTAIRE ANDRE MALRAUX;public;91.5
02810;ECOLE ELEMENTAIRE MONCOND HUY;public;83.2
02815;ECOLE PRIMAIRE;public;97.4
02816;ECOLE PRIMAIRE;public;100.5
02520;ECOLE PRIMAIRE RENE CLAUDE RONDEAUX;public;92.4
02543;ECOLE ELEMENTAIRE MARCEL ROGER;public;89.4
02552;ECOLE ELEMENTAIRE;public;83.2
02554;ECOLE PRIMAIRE ALFRED BEAUFORT;public;102.5
02168;ECOLE ELEMENTAIRE LES VAUCRISES HERISSONS;public;83.5
02408;ECOLE ELEMENTAIRE JEAN DE LA FONTAINE;public;70.6
02798;ECOLE PRIMAIRE;public;98.2
02827;ECOLE ELEMENTAIRE;public;84.6
02370;ECOLE PRIMAIRE;public;88.9
02780;ECOLE ELEMENTAIRE RENE LEFEVRE;public;94.4
02041;ECOLE PRIMAIRE RAYMOND TAVERNIER;public;104.0
02141;ECOLE PRIMAIRE PRIVEE DU SACRE COEUR;privé sous contrat;92.0
02165;ECOLE PRIMAIRE PRIVEE LACORDAIRE;privé sous contrat;107.4
02173;ECOLE PRIMAIRE PRIVEE SAINT CHARLES;privé sous contrat;112.7
02691;ECOLE PRIMAIRE PRIVEE NOTRE DAME;privé sous contrat;131.7
02722;ECOLE PRIMAIRE PRIVEE SAINT REMY;privé sous contrat;122.0
02738;ECOLE PRIMAIRE PRIVEE DE L IMMACULEE CONCEPTION;privé sous contrat;99.7
02065;ECOLE PRIMAIRE;public;82.3
02286;ECOLE PRIMAIRE;public;90.4
02666;ECOLE PRIMAIRE DU BAILLI;public;81.7
02608;ECOLE PRIMAIRE;public;80.9
02141;ECOLE PRIMAIRE;public;89.3
02264;ECOLE PRIMAIRE;public;79.0
02741;ECOLE PRIMAIRE;public;80.3
02340;ECOLE ELEMENTAIRE HENRI WALLON;public;88.5
02287;ECOLE PRIMAIRE;public;113.2
02131;ECOLE ELEMENTAIRE;public;100.8
02691;ECOLE PRIMAIRE HENRI ARNOULD;public;73.6
02173;ECOLE ELEMENTAIRE ANDRE BOULLOCHE;public;86.4
02580;ECOLE PRIMAIRE PAUL LANDOWSKI;public;96.8
02057;ECOLE ELEMENTAIRE;public;88.5
02703;ECOLE PRIMAIRE;public;87.9
02789;ECOLE ELEMENTAIRE BRIMBEUF CECCALDI;public;86.2
02738;ECOLE ELEMENTAIRE ANDRE BOULLOCHE;public;91.8
02383;ECOLE PRIMAIRE;public;109.4
02312;ECOLE PRIMAIRE;public;98.7
02691;ECOLE PRIMAIRE METZ;public;112.3
02722;ECOLE PRIMAIRE PUBLIQUE MICHELET;public;68.6
02691;ECOLE PRIMAIRE JEAN MACE;public;84.0
02293;ECOLE PRIMAIRE;public;87.1
02408;ECOLE PRIMAIRE ARDON;public;112.4
02228;ECOLE PRIMAIRE L ARC EN CIEL;public;94.6
02259;ECOLE PRIMAIRE;public;99.3
03251;ECOLE ELEMENTAIRE PUBLIQUE;public;92.9
03240;ECOLE PRIMAIRE PUBLIQUE;public;90.8
03288;ECOLE ELEMENTAIRE DES TILLEULS;public;96.0
03290;ECOLE PRIMAIRE HENRI MATISSE;public;107.6
03221;ECOLE ELEMENTAIRE;public;92.5
03187;ECOLE PRIMAIRE DES TILLEULS;public;89.5
03185;ECOLE ELEMENTAIRE EMILE ZOLA;public;72.9
03163;ECOLE PRIMAIRE;public;90.0
03321;ECOLE ELEMENTAIRE JULES FERRY;public;109.6
03314;ECOLE PRIMAIRE;public;108.7
03315;ECOLE PRIMAIRE;public;94.1
03297;ECOLE ELEMENTAIRE MARIUS AUDRAS;public;85.5
03298;ECOLE ELEMENTAIRE GEORGE SAND;public;86.4
03299;ECOLE ELEMENTAIRE;public;89.8
03305;ECOLE PRIMAIRE;public;104.4
03307;ECOLE ELEMENTAIRE;public;100.4
03310;ECOLE PRIMAIRE;public;114.4
03310;ECOLE ELEMENTAIRE PIERRE COULON;public;75.9
03082;ECOLE ELEMENTAIRE EDITH BUSSERON;public;86.0
03113;ECOLE PRIMAIRE;public;103.9
03120;ECOLE PRIMAIRE EX GARCONS;public;108.5
03101;ECOLE ELEMENTAIRE PAUL LANGEVIN;public;99.7
03101;ECOLE PRIMAIRE DENIS DIDEROT;public;96.1
03052;ECOLE PRIMAIRE;public;103.7
03040;ECOLE PRIMAIRE;public;109.3
03007;ECOLE ELEMENTAIRE;public;108.3
03008;ECOLE ELEMENTAIRE EMILE FRADIN;public;95.3
03027;ECOLE PRIMAIRE;public;96.9
03185;ECOLE ELEMENTAIRE L PERGAUD J PREVERT;public;73.1
03095;ECOLE ELEMENTAIRE PRIVEE NOTRE DAME;privé sous contrat;116.1
03310;ECOLE ELEMENTAIRE PRIVEE JEANNE D ARC;privé sous contrat;125.0
03101;ECOLE PRIMAIRE ALAIN FOURNIER;public;94.3
03309;ECOLE PRIMAIRE;public;88.2
03321;ECOLE ELEMENTAIRE JACQUES PREVERT;public;95.0
04001;ECOLE PRIMAIRE D AIGLUN;public;109.3
04019;ECOLE PRIMAIRE PUBLIQUE DES TROIS FRERES ARNAUD;public;110.7
04027;ECOLE ELEMENTAIRE BEVONS;public;107.3
04046;ECOLE PRIMAIRE LE CHAFFAUT ST JURSON;public;116.0
04047;ECOLE PRIMAIRE PIERRE GASSENDI;public;114.6
04070;ECOLE PRIMAIRE LES SIEYES;public;95.9
04112;ECOLE PRIMAIRE LA PONSONNE;public;78.2
04108;ECOLE ELEMENTAIRE MALIJAI;public;92.2
04112;ECOLE ELEMENTAIRE LES PLANTIERS;public;77.5
04135;ECOLE PRIMAIRE MOUSTIERS STE MARIE;public;96.1
04143;ECOLE ELEMENTAIRE ORAISON;public;108.1
04173;ECOLE PRIMAIRE ST ANDRE LES ALPES;public;105.7
04231;ECOLE ELEMENTAIRE VALERNES;public;105.7
04242;ECOLE ELEMENTAIRE VILLENEUVE;public;107.1
04070;ECOLE PRIMAIRE LES FERREOLS;public;107.7
04111;ECOLE PRIMAIRE PLACE DE L EGLISE MANE;public;107.4
04049;ECOLE PRIMAIRE PAUL LANGEVIN;public;99.7
04070;ECOLE PRIMAIRE LE MOULIN;public;101.4
05101;ECOLE ELEMENTAIRE VALLOUISE;public;120.6
05176;ECOLE ELEMENTAIRE VALSERRES;public;115.0
05079;ECOLE PRIMAIRE MONETIER LES BAINS;public;114.5
05145;ECOLE PRIMAIRE PONT DU FOSSE;public;110.9
05119;ECOLE PRIMAIRE LE BREZOUNET;public;116.0
05166;ECOLE PRIMAIRE SERRES;public;109.3
05061;ECOLE PRIMAIRE LA PEPINIERE;public;107.8
05061;ECOLE PRIMAIRE PASTEUR;public;107.6
05179;ECOLE PRIMAIRE EMILIE CARLES;public;100.0
05084;ECOLE PRIMAIRE LA PLAINE;public;112.6
05096;ECOLE PRIMAIRE ORCIERES;public;111.6
05139;ECOLE ELEMENTAIRE DEVOLUY ST ETIENNE;public;109.7
05004;ECOLE PRIMAIRE ANCELLE;public;114.4
05061;ECOLE PRIMAIRE PRIVEE SAINTE JEANNE D ARC;privé sous contrat;121.2
05061;ECOLE PRIMAIRE PRIVEE SAINT COEUR;privé sous contrat;125.9
05061;ECOLE PRIMAIRE BELLEVUE;public;81.5
05010;ECOLE PRIMAIRE ASPRES SUR BUECH;public;95.7
05164;ECOLE PRIMAIRE SAVINES LE LAC;public;104.0
05061;ECOLE ELEMENTAIRE PAUL EMILE VICTOR;public;96.5
06004;ECOLE ELEMENTAIRE GUYNEMER;public;106.2
06004;ECOLE ELEMENTAIRE SAINT MAYMES;public;116.4
06006;ECOLE PRIMAIRE ASPREMONT;public;120.4
06013;ECOLE PRIMAIRE BELVEDERE;public;103.8
06022;ECOLE PRIMAIRE DES PRES;public;98.6
06029;ECOLE ELEMENTAIRE BOCCA VERRERIE;public;95.6
06029;ECOLE ELEMENTAIRE GOSCINNY;public;77.6
06029;ECOLE ELEMENTAIRE ALICE 2;public;83.3
06030;ECOLE ELEMENTAIRE COUGOUSSOLES;public;89.2
06038;ECOLE ELEMENTAIRE MONIER;public;120.0
06039;ECOLE PRIMAIRE LES CAILLETIERS;public;119.0
06048;ECOLE PRIMAIRE DU FONTANIL CONTES;public;108.3
06060;ECOLE PRIMAIRE ROMAINS;public;135.6
06064;ECOLE PRIMAIRE D APPLICATION LA BASTIDE;public;121.9
06069;ECOLE ELEMENTAIRE SAINT EXUPERY;public;91.7
06088;ECOLE ELEMENTAIRE FLORE 2;public;77.3
06088;ECOLE ELEMENTAIRE MAGNOLIAS 1;public;117.6
06088;ECOLE PRIMAIRE RONCHESE;public;102.4
06088;ECOLE ELEMENTAIRE LES ACACIAS;public;86.2
06088;ECOLE ELEMENTAIRE LE RAY;public;109.4
06088;ECOLE ELEMENTAIRE LES OLIVIERS;public;81.6
06088;ECOLE PRIMAIRE ROTHSCHILD 1;public;112.8
06088;ECOLE ELEMENTAIRE BON VOYAGE 2;public;69.4
06088;ECOLE PRIMAIRE CASSINI;public;118.3
06088;ECOLE ELEMENTAIRE PAPON;public;103.1
06088;ECOLE ELEMENTAIRE MERLE;public;96.7
06088;ECOLE PRIMAIRE RANCHER 1;public;111.7
06088;ECOLE ELEMENTAIRE HYVERT;public;134.8
06123;ECOLE ELEMENTAIRE MICHELIS 1;public;102.3
06141;ECOLE PRIMAIRE TOUDON;public;97.7
06153;ECOLE ELEMENTAIRE SAINT DALMAS;public;92.7
06157;ECOLE ELEMENTAIRE TOREILLE;public;105.0
06157;ECOLE PRIMAIRE LE SUVE;public;119.4
06088;ECOLE ELEMENTAIRE BONALA LOUIS FIORI;public;91.5
06088;ECOLE ELEMENTAIRE SAINT PIERRE D ARENE;public;104.0
06088;ECOLE PRIMAIRE SAINT ROMAN DE BELLET;public;125.2
06149;ECOLE PRIMAIRE DELAHAYE;public;102.4
06083;ECOLE PRIMAIRE PRIVEE NOTRE DAME DU SACRE COEUR;privé sous contrat;112.1
06088;ECOLE PRIMAIRE PRIVEE JEANNE DE FRANCE;privé sous contrat;130.8
06105;ECOLE PRIMAIRE PRIVEE COLOMBIER MARIA MATER;privé sous contrat;139.1
06029;ECOLE PRIMAIRE PRIVEE STANISLAS;privé sous contrat;134.0
06088;ECOLE PRIMAIRE PRIVEE SASSERNO;privé sous contrat;135.8
06088;ECOLE ELEMENTAIRE ARIANE PAGNOL;public;72.3
06069;ECOLE ELEMENTAIRE MACARRY;public;125.4
06030;ECOLE ELEMENTAIRE LES MIRANDOLES;public;93.5
06029;ECOLE ELEMENTAIRE SAINT EXUPERY;public;81.5
06088;ECOLE ELEMENTAIRE MADONETTE TERRON;public;125.9
06152;ECOLE ELEMENTAIRE LES CAMPOUNS;public;135.1
06088;ECOLE ELEMENTAIRE RISSO;public;77.1
06152;ECOLE ELEMENTAIRE LES SARTOUX;public;141.6
06088;ECOLE ELEMENTAIRE LA LANTERNE;public;89.8
06109;ECOLE ELEMENTAIRE LA ROQUETTE SUR VAR;public;116.6
06085;ECOLE ELEMENTAIRE REBUFFEL;public;109.8
06027;ECOLE ELEMENTAIRE GIONO;public;115.4
06011;ECOLE ELEMENTAIRE DE BEAULIEU;public;115.6
06012;ECOLE ELEMENTAIRE CIGALES;public;85.0
06065;ECOLE ELEMENTAIRE MONNET;public;132.6
06085;ECOLE ELEMENTAIRE MOUGINS LE HAUT;public;123.8
